exec_id,re
a3d32027feb21cb7,0.06578951748715958
a3d32027feb21cb7,0.22602787444967914
a3d32027feb21cb7,0.06578951748715958
a3d32027feb21cb7,0.18653024577329308
f108291f6c2b1a24,0.15444290061395613
25773423ae232104,0.5140768603111934
08d9556eadee9b04,0.22176860273581264
08d9556eadee9b04,0.22176860273581264
cd9d0db9d570fd51,0.10048677879978711
8afa6558bce78eaf,0.2706896814472381
d10b7ed8b48d40e4,0.1792298931566131
af43b243d6f4ed52,0.19186253561865002
02877a4edd124176,0.3850422642919059
817f03527b2f6d7b,0.15923868139356784
f3fa400422e80d6d,0.14231074735117474
706bd66886161f8a,0.31179528125177125
3b7472e1e6821974,0.14687751251879802
5f5a3ef906d0741b,0.19321075983475292
706bd66886161f8a,0.14687751251879802
706bd66886161f8a,0.19105455296563773
706bd66886161f8a,0.06605455296563773
706bd66886161f8a,0.06821075983475292
706bd66886161f8a,0.03370217232782263
33aded72fe7aea63,0.24108402334637932
f4b21f13e45f834b,0.29132679298918346
f4b21f13e45f834b,0.2094413289168769
f4b21f13e45f834b,0.056759185937289125
f4b21f13e45f834b,0.08918257481653563
24e1ea4978e8514f,0.03647055910706795
f4b21f13e45f834b,0.31412472567258687
f4b21f13e45f834b,0.17874568827408302
f4b21f13e45f834b,0.21502292688675861
f4b21f13e45f834b,0.3067591859372891
24e1ea4978e8514f,0.3392471916445975
f4b21f13e45f834b,0.33492330310266916
c8631ef85958e322,0.15721128739320145
f4b21f13e45f834b,0.09119858684085311
f4b21f13e45f834b,0.05800495998794951
f4b21f13e45f834b,0.05758755593479972
f4b21f13e45f834b,0.18258755593479972
f4b21f13e45f834b,0.21418257481653563
24e1ea4978e8514f,0.0685364439037751
f4b21f13e45f834b,0.04196225397537734
de258ec8f8f36756,0.09384965516745869
f4b21f13e45f834b,0.17040162628655853
24e1ea4978e8514f,0.21402460263195372
f4b21f13e45f834b,0.07212807679611599
f4b21f13e45f834b,0.05752466645672929
f4b21f13e45f834b,0.08918257481653563
f4b21f13e45f834b,0.18053272621299554
f4b21f13e45f834b,0.059270048364976735
f4b21f13e45f834b,0.07367917362699855
f4b21f13e45f834b,0.1623841787502824
24e1ea4978e8514f,0.05694784808367839
1a336f9a9c58d4db,0.09647710631040193
5f565bfc0713a756,0.14220451855615718
f4b21f13e45f834b,0.21362782444255507
f4b21f13e45f834b,0.33492330310266916
24e1ea4978e8514f,0.2703361957319968
f4b21f13e45f834b,0.1605164244444344
f4b21f13e45f834b,0.1501722858189142
f4b21f13e45f834b,0.30898105276602067
f4b21f13e45f834b,0.20992330310266913
f4b21f13e45f834b,0.18001077665111023
57286681c2b4b172,0.054089327781387864
47b829753844e61f,0.18679528125177122
bb17a0ce5efb8b7d,0.18706246276651234
bb17a0ce5efb8b7d,0.06605455296563773
bb17a0ce5efb8b7d,0.06605455296563773
33ad2f8e401b4842,0.29959445482857444
33ad2f8e401b4842,0.2629538309873426
33ad2f8e401b4842,0.5129828024768929
